GeneID	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3001G338200	1	62582459	62583390	SNP_62568972	62568972	1.60E-10	1	PC(18:2_20:4)	SNP_62561455; SNP_62568972; SNP_62578846; SNP_62578867; SNP_62578876; SNP_62578912; SNP_62578930; SNP_62581317; SNP_62583972; SNP_62587040; SNP_62592951; SNP_62599175; SNP_62599234; SNP_62599715; SNP_62601349; SNP_62601563; SNP_62601756; SNP_62605939; SNP_62606491; SNP_62606878	20	1.60E-10
SORBI_3003G244300	3	58373047	58374019	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58371337; SNP_58393363; SNP_58396283	3	1.60E-10
SORBI_3003G244400	3	58382282	58387226	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58371337; SNP_58393363; SNP_58396283	3	1.60E-10
SORBI_3003G244401	3	58378823	58379948	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58371337; SNP_58393363; SNP_58396283	3	1.60E-10
SORBI_3003G244500	3	58384749	58385293	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58371337; SNP_58393363; SNP_58396283	3	1.60E-10
SORBI_3003G244600	3	58393940	58395378	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58371337; SNP_58393363; SNP_58396283	3	1.60E-10
SORBI_3003G244700	3	58397438	58406922	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58393363; SNP_58396283	2	1.60E-10
SORBI_3003G244800	3	58416561	58417453	SNP_58393363	58393363	1.61E-10	1	NAE(18:0)	SNP_58393363; SNP_58396283	2	1.60E-10
SORBI_3001G261513	1	36482855	36484320	SNP_36508911	36508911	1.63E-10	1	AEG(o-15:2_15:0)	SNP_36508911	1	1.60E-10
SORBI_3010G181701	10	52091020	52092370	SNP_52111601	52111601	1.63E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_52111601	1	1.60E-10
SORBI_3010G181800	10	52100959	52101571	SNP_52111601	52111601	1.63E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_52111601; SNP_52122049	2	1.60E-10
SORBI_3010G181900	10	52107407	52109437	SNP_52111601	52111601	1.63E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_52111601; SNP_52122049	2	1.60E-10
SORBI_3010G182000	10	52111939	52115686	SNP_52111601	52111601	1.63E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_52111601; SNP_52122049; SNP_52136604	3	1.60E-10
SORBI_3008G096300	8	45491852	45492512	SNP_45466866	45466866	1.64E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_45466866; SNP_45466913; SNP_45474852; SNP_45474993; SNP_45476679; SNP_45477068; SNP_45477685; SNP_45482426; SNP_45490425; SNP_45499475; SNP_45504056; SNP_45504523; SNP_45506329; SNP_45506476; SNP_45507168; SNP_45507376; SNP_45507423; SNP_45508296; SNP_45510034	19	1.60E-10
SORBI_3002G031600	2	2894411	2896827	SNP_2888392	2888392	1.71E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_2884266; SNP_2884300; SNP_2884315; SNP_2887491; SNP_2887517; SNP_2888392; SNP_2888407; SNP_2888422; SNP_2888460	9	1.70E-10
SORBI_3002G031700	2	2897200	2900611	SNP_2888392	2888392	1.71E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_2884266; SNP_2884300; SNP_2884315; SNP_2887491; SNP_2887517; SNP_2888392; SNP_2888407; SNP_2888422; SNP_2888460; SNP_2923936	10	1.70E-10
SORBI_3002G067800	2	6733179	6738495	SNP_6743462	6743462	1.74E-10	1	Lupeol	SNP_6743462	1	1.70E-10
SORBI_3002G067900	2	6734786	6735235	SNP_6743462	6743462	1.74E-10	1	Lupeol	SNP_6743462	1	1.70E-10
SORBI_3002G068000	2	6741538	6744715	SNP_6743462	6743462	1.74E-10	1	Lupeol	SNP_6743462	1	1.70E-10
SORBI_3002G068100	2	6745068	6760252	SNP_6743462	6743462	1.74E-10	1	Lupeol	SNP_6743462	1	1.70E-10
SORBI_3001G512900	1	78070337	78073211	SNP_78054432	78054432	1.77E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_78054432; SNP_78055194	2	1.80E-10
SORBI_3001G513000	1	78073403	78075790	SNP_78054432	78054432	1.77E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_78054432; SNP_78055194	2	1.80E-10
SORBI_3001G513100	1	78076399	78076881	SNP_78054432	78054432	1.77E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_78054432; SNP_78055194	2	1.80E-10
SORBI_3001G513200	1	78076716	78078290	SNP_78054432	78054432	1.77E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_78054432; SNP_78055194	2	1.80E-10
SORBI_3001G513300	1	78079364	78080166	SNP_78054432	78054432	1.77E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_78054432; SNP_78055194	2	1.80E-10
SORBI_3010G148750	10	42788559	42789294	SNP_42810941	42810941	1.77E-10	1	SQDG(16:0_18:1)	SNP_42810941; SNP_42788202; SNP_42785843; SNP_42786249; SNP_42783310; SNP_42803369; SNP_42769122; SNP_42801324; SNP_42785322; SNP_42800262; SNP_42774761; SNP_42767787; SNP_42807528; SNP_42791075; SNP_42783068; SNP_42785548; SNP_42811025; SNP_42765509; SNP_42787213; SNP_42805107; SNP_42783299; SNP_42797450; SNP_42812919; SNP_42797742; SNP_42805277; SNP_42776493; SNP_42792120; SNP_42794258; SNP_42795439; SNP_42774690; SNP_42771561; SNP_42780456; SNP_42798493; SNP_42765064; SNP_42813995	35	1.80E-10
SORBI_3003G146000	3	15024503	15026755	SNP_15037599	15037599	1.78E-10	1	PC(18:2_20:4)	SNP_15027144; SNP_15028041; SNP_15029079; SNP_15030221; SNP_15032147; SNP_15032739; SNP_15037599; SNP_15041970; SNP_15042122; SNP_15042307; SNP_15042869; SNP_15043132; SNP_15043560; SNP_15044187	14	1.80E-10
SORBI_3003G146100	3	15033523	15036126	SNP_15037599	15037599	1.78E-10	1	PC(18:2_20:4)	SNP_15027144; SNP_15028041; SNP_15029079; SNP_15030221; SNP_15032147; SNP_15032739; SNP_15037599; SNP_15041970; SNP_15042122; SNP_15042307; SNP_15042869; SNP_15043132; SNP_15043560; SNP_15044187	14	1.80E-10
SORBI_3003G146200	3	15037771	15039612	SNP_15037599	15037599	1.78E-10	1	PC(18:2_20:4)	SNP_15027144; SNP_15028041; SNP_15029079; SNP_15030221; SNP_15032147; SNP_15032739; SNP_15037599; SNP_15041970; SNP_15042122; SNP_15042307; SNP_15042869; SNP_15043132; SNP_15043560; SNP_15044187	14	1.80E-10
SORBI_3003G146300	3	15040130	15041878	SNP_15037599	15037599	1.78E-10	1	PC(18:2_20:4)	SNP_15027144; SNP_15028041; SNP_15029079; SNP_15030221; SNP_15032147; SNP_15032739; SNP_15037599; SNP_15041970; SNP_15042122; SNP_15042307; SNP_15042869; SNP_15043132; SNP_15043560; SNP_15044187	14	1.80E-10
SORBI_3003G146400	3	15053768	15054346	SNP_15037599	15037599	1.78E-10	1	PC(18:2_20:4)	SNP_15029079; SNP_15030221; SNP_15032147; SNP_15032739; SNP_15037599; SNP_15041970; SNP_15042122; SNP_15042307; SNP_15042869; SNP_15043132; SNP_15043560; SNP_15044187	12	1.80E-10
SORBI_3003G146450	3	15054861	15055999	SNP_15037599	15037599	1.78E-10	1	PC(18:2_20:4)	SNP_15030221; SNP_15032147; SNP_15032739; SNP_15037599; SNP_15041970; SNP_15042122; SNP_15042307; SNP_15042869; SNP_15043132; SNP_15043560; SNP_15044187	11	1.80E-10
SORBI_3003G210000	3	54221408	54225027	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54203451; SNP_54229945; SNP_54246138	3	1.80E-10
SORBI_3003G210100	3	54226720	54229547	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54203451; SNP_54229945; SNP_54246138	3	1.80E-10
SORBI_3003G210200	3	54230234	54230694	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54229945; SNP_54246138; SNP_54254871	3	1.80E-10
SORBI_3003G210300	3	54231499	54232041	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54229945; SNP_54246138; SNP_54254871	3	1.80E-10
SORBI_3003G210400	3	54238602	54239506	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54229945; SNP_54246138; SNP_54254871	3	1.80E-10
SORBI_3003G210500	3	54240407	54243355	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54229945; SNP_54246138; SNP_54254871	3	1.80E-10
SORBI_3003G210601	3	54260649	54263759	SNP_54246138	54246138	1.78E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_54246138; SNP_54254871	2	1.80E-10
SORBI_3008G096100	8	45426265	45433705	SNP_45449678	45449678	1.80E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_45402633; SNP_45406374; SNP_45420335; SNP_45420667; SNP_45420792; SNP_45421020; SNP_45421185; SNP_45422395; SNP_45423071; SNP_45427844; SNP_45449678; SNP_45452767	12	1.80E-10
SORBI_3008G096150	8	45433706	45434914	SNP_45449678	45449678	1.80E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_45420335; SNP_45420667; SNP_45420792; SNP_45421020; SNP_45421185; SNP_45422395; SNP_45423071; SNP_45427844; SNP_45449678; SNP_45452767	10	1.80E-10
SORBI_3001G534200	1	79738083	79739498	SNP_79753945	79753945	1.83E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_79753945; SNP_79753963; SNP_79753972	3	1.80E-10
SORBI_3001G534300	1	79751327	79756004	SNP_79753945	79753945	1.83E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_79753945; SNP_79753963; SNP_79753972; SNP_79772070; SNP_79776556; SNP_79779337	6	1.80E-10
SORBI_3001G534400	1	79760134	79764049	SNP_79753945	79753945	1.83E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_79753945; SNP_79753963; SNP_79753972; SNP_79772070; SNP_79776556; SNP_79779337	6	1.80E-10
SORBI_3001G534466	1	79764118	79766979	SNP_79753945	79753945	1.83E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_79753945; SNP_79753963; SNP_79753972; SNP_79772070; SNP_79776556; SNP_79779337	6	1.80E-10
SORBI_3001G534532	1	79774445	79777129	SNP_79753945	79753945	1.83E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_79753945; SNP_79753963; SNP_79753972; SNP_79772070; SNP_79776556; SNP_79779337	6	1.80E-10
SORBI_3009G019200	9	1743281	1747038	SNP_1752919	1752919	1.84E-10	1	PC(18:2_20:4)	SNP_1746760; SNP_1747078; SNP_1749170; SNP_1749660; SNP_1749668; SNP_1752844; SNP_1752854; SNP_1752919; SNP_1757371	9	1.80E-10
SORBI_3009G019301	9	1750445	1750909	SNP_1752919	1752919	1.84E-10	1	PC(18:2_20:4)	SNP_1746760; SNP_1747078; SNP_1749170; SNP_1749660; SNP_1749668; SNP_1752844; SNP_1752854; SNP_1752919; SNP_1757371	9	1.80E-10
SORBI_3006G035200	6	10549136	10566431	SNP_10543823	10543823	1.86E-10	1	SQDG(16:0_18:1)	SNP_10543811; SNP_10543823; SNP_10550003	3	1.90E-10
SORBI_3006G035300	6	10568156	10608467	SNP_10543823	10543823	1.86E-10	1	SQDG(16:0_18:1)	SNP_10543811; SNP_10543823; SNP_10550003	3	1.90E-10
SORBI_3010G090100	10	7831984	7835360	SNP_7840266	7840266	1.87E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_7807460; SNP_7808812; SNP_7819801; SNP_7820789; SNP_7820898; SNP_7820970; SNP_7820978; SNP_7820993; SNP_7821012; SNP_7821015; SNP_7821030; SNP_7821338; SNP_7821561; SNP_7821657; SNP_7821779; SNP_7821784; SNP_7823193; SNP_7823202; SNP_7823276; SNP_7823311; SNP_7823665; SNP_7823840; SNP_7823890; SNP_7823921; SNP_7823970; SNP_7823990; SNP_7824024; SNP_7824508; SNP_7824559; SNP_7824638; SNP_7824790; SNP_7824839; SNP_7825066; SNP_7825085; SNP_7825199; SNP_7827815; SNP_7827871; SNP_7827945; SNP_7831512; SNP_7831547; SNP_7831722; SNP_7831743; SNP_7831760; SNP_7831795; SNP_7832079; SNP_7832124; SNP_7832134; SNP_7832266; SNP_7832307; SNP_7832384; SNP_7832412; SNP_7832528; SNP_7832820; SNP_7833397; SNP_7834228; SNP_7834258; SNP_7834433; SNP_7834492; SNP_7834507; SNP_7834789; SNP_7835309; SNP_7835391; SNP_7835516; SNP_7835739; SNP_7835873; SNP_7836306; SNP_7837269; SNP_7837431; SNP_7838493; SNP_7838945; SNP_7838946; SNP_7839340; SNP_7839372; SNP_7839425; SNP_7839481; SNP_7839493; SNP_7839605; SNP_7839731; SNP_7839800; SNP_7839899; SNP_7840053; SNP_7840108; SNP_7840233; SNP_7840266; SNP_7840389; SNP_7840414; SNP_7840432; SNP_7840435; SNP_7840436; SNP_7840471; SNP_7840486; SNP_7840575; SNP_7840655; SNP_7840673; SNP_7840694; SNP_7840701; SNP_7840740; SNP_7840747; SNP_7840756; SNP_7840773; SNP_7840829; SNP_7840861; SNP_7840897; SNP_7840917; SNP_7840918; SNP_7840938; SNP_7840943; SNP_7840979; SNP_7840984; SNP_7841030; SNP_7841031; SNP_7841072; SNP_7841108; SNP_7841237; SNP_7841248; SNP_7841263; SNP_7841565; SNP_7841577; SNP_7841778; SNP_7841793; SNP_7842206; SNP_7842968; SNP_7843145; SNP_7843335; SNP_7843670; SNP_7844288; SNP_7844421; SNP_7846063; SNP_7846182; SNP_7847372; SNP_7847627; SNP_7848132; SNP_7848226; SNP_7849240; SNP_7850307; SNP_7851242; SNP_7851271; SNP_7851408; SNP_7853975; SNP_7854213; SNP_7854224; SNP_7854228; SNP_7854230; SNP_7854232; SNP_7854240; SNP_7857419	146	1.90E-10
SORBI_3010G090200	10	7838338	7843781	SNP_7840266	7840266	1.87E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_7819801; SNP_7820789; SNP_7820898; SNP_7820970; SNP_7820978; SNP_7820993; SNP_7821012; SNP_7821015; SNP_7821030; SNP_7821338; SNP_7821561; SNP_7821657; SNP_7821779; SNP_7821784; SNP_7823193; SNP_7823202; SNP_7823276; SNP_7823311; SNP_7823665; SNP_7823840; SNP_7823890; SNP_7823921; SNP_7823970; SNP_7823990; SNP_7824024; SNP_7824508; SNP_7824559; SNP_7824638; SNP_7824790; SNP_7824839; SNP_7825066; SNP_7825085; SNP_7825199; SNP_7827815; SNP_7827871; SNP_7827945; SNP_7831512; SNP_7831547; SNP_7831722; SNP_7831743; SNP_7831760; SNP_7831795; SNP_7832079; SNP_7832124; SNP_7832134; SNP_7832266; SNP_7832307; SNP_7832384; SNP_7832412; SNP_7832528; SNP_7832820; SNP_7833397; SNP_7834228; SNP_7834258; SNP_7834433; SNP_7834492; SNP_7834507; SNP_7834789; SNP_7835309; SNP_7835391; SNP_7835516; SNP_7835739; SNP_7835873; SNP_7836306; SNP_7837269; SNP_7837431; SNP_7838493; SNP_7838945; SNP_7838946; SNP_7839340; SNP_7839372; SNP_7839425; SNP_7839481; SNP_7839493; SNP_7839605; SNP_7839731; SNP_7839800; SNP_7839899; SNP_7840053; SNP_7840108; SNP_7840233; SNP_7840266; SNP_7840389; SNP_7840414; SNP_7840432; SNP_7840435; SNP_7840436; SNP_7840471; SNP_7840486; SNP_7840575; SNP_7840655; SNP_7840673; SNP_7840694; SNP_7840701; SNP_7840740; SNP_7840747; SNP_7840756; SNP_7840773; SNP_7840829; SNP_7840861; SNP_7840897; SNP_7840917; SNP_7840918; SNP_7840938; SNP_7840943; SNP_7840979; SNP_7840984; SNP_7841030; SNP_7841031; SNP_7841072; SNP_7841108; SNP_7841237; SNP_7841248; SNP_7841263; SNP_7841565; SNP_7841577; SNP_7841778; SNP_7841793; SNP_7842206; SNP_7842968; SNP_7843145; SNP_7843335; SNP_7843670; SNP_7844288; SNP_7844421; SNP_7846063; SNP_7846182; SNP_7847372; SNP_7847627; SNP_7848132; SNP_7848226; SNP_7849240; SNP_7850307; SNP_7851242; SNP_7851271; SNP_7851408; SNP_7853975; SNP_7854213; SNP_7854224; SNP_7854228; SNP_7854230; SNP_7854232; SNP_7854240; SNP_7857419; SNP_7860454	145	1.90E-10
SORBI_3010G090301	10	7854820	7857217	SNP_7840266	7840266	1.87E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_7831512; SNP_7831547; SNP_7831722; SNP_7831743; SNP_7831760; SNP_7831795; SNP_7832079; SNP_7832124; SNP_7832134; SNP_7832266; SNP_7832307; SNP_7832384; SNP_7832412; SNP_7832528; SNP_7832820; SNP_7833397; SNP_7834228; SNP_7834258; SNP_7834433; SNP_7834492; SNP_7834507; SNP_7834789; SNP_7835309; SNP_7835391; SNP_7835516; SNP_7835739; SNP_7835873; SNP_7836306; SNP_7837269; SNP_7837431; SNP_7838493; SNP_7838945; SNP_7838946; SNP_7839340; SNP_7839372; SNP_7839425; SNP_7839481; SNP_7839493; SNP_7839605; SNP_7839731; SNP_7839800; SNP_7839899; SNP_7840053; SNP_7840108; SNP_7840233; SNP_7840266; SNP_7840389; SNP_7840414; SNP_7840432; SNP_7840435; SNP_7840436; SNP_7840471; SNP_7840486; SNP_7840575; SNP_7840655; SNP_7840673; SNP_7840694; SNP_7840701; SNP_7840740; SNP_7840747; SNP_7840756; SNP_7840773; SNP_7840829; SNP_7840861; SNP_7840897; SNP_7840917; SNP_7840918; SNP_7840938; SNP_7840943; SNP_7840979; SNP_7840984; SNP_7841030; SNP_7841031; SNP_7841072; SNP_7841108; SNP_7841237; SNP_7841248; SNP_7841263; SNP_7841565; SNP_7841577; SNP_7841778; SNP_7841793; SNP_7842206; SNP_7842968; SNP_7843145; SNP_7843335; SNP_7843670; SNP_7844288; SNP_7844421; SNP_7846063; SNP_7846182; SNP_7847372; SNP_7847627; SNP_7848132; SNP_7848226; SNP_7849240; SNP_7850307; SNP_7851242; SNP_7851271; SNP_7851408; SNP_7853975; SNP_7854213; SNP_7854224; SNP_7854228; SNP_7854230; SNP_7854232; SNP_7854240; SNP_7857419; SNP_7860454	109	1.90E-10
SORBI_3010G090401	10	7864832	7865909	SNP_7840266	7840266	1.87E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_7839899; SNP_7840053; SNP_7840108; SNP_7840233; SNP_7840266; SNP_7840389; SNP_7840414; SNP_7840432; SNP_7840435; SNP_7840436; SNP_7840471; SNP_7840486; SNP_7840575; SNP_7840655; SNP_7840673; SNP_7840694; SNP_7840701; SNP_7840740; SNP_7840747; SNP_7840756; SNP_7840773; SNP_7840829; SNP_7840861; SNP_7840897; SNP_7840917; SNP_7840918; SNP_7840938; SNP_7840943; SNP_7840979; SNP_7840984; SNP_7841030; SNP_7841031; SNP_7841072; SNP_7841108; SNP_7841237; SNP_7841248; SNP_7841263; SNP_7841565; SNP_7841577; SNP_7841778; SNP_7841793; SNP_7842206; SNP_7842968; SNP_7843145; SNP_7843335; SNP_7843670; SNP_7844288; SNP_7844421; SNP_7846063; SNP_7846182; SNP_7847372; SNP_7847627; SNP_7848132; SNP_7848226; SNP_7849240; SNP_7850307; SNP_7851242; SNP_7851271; SNP_7851408; SNP_7853975; SNP_7854213; SNP_7854224; SNP_7854228; SNP_7854230; SNP_7854232; SNP_7854240; SNP_7857419; SNP_7860454; SNP_7882282; SNP_7882386; SNP_7882649	71	1.90E-10
SORBI_3001G293450	1	57104090	57106796	SNP_57088281	57088281	1.89E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_57088281	1	1.90E-10
SORBI_3001G293500	1	57107024	57108824	SNP_57088281	57088281	1.89E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_57088281; SNP_57133137	2	1.90E-10
SORBI_3001G293550	1	57109603	57111488	SNP_57088281	57088281	1.89E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_57088281; SNP_57133137	2	1.90E-10
SORBI_3010G114200	10	12053611	12059158	SNP_12073396	12073396	1.92E-10	1	PC(18:2_20:4)	SNP_12073396	1	1.90E-10
SORBI_3003G119900	3	10906276	10910732	SNP_10909618	10909618	1.92E-10	1	FA(22:1)	SNP_10881608; SNP_10881616; SNP_10881701; SNP_10881718; SNP_10881759; SNP_10881771; SNP_10884559; SNP_10884574; SNP_10884575; SNP_10884582; SNP_10884617; SNP_10884622; SNP_10884661; SNP_10884662; SNP_10884672; SNP_10884682; SNP_10884684; SNP_10884705; SNP_10884706; SNP_10884734; SNP_10884744; SNP_10884818; SNP_10885175; SNP_10885205; SNP_10885295; SNP_10885298; SNP_10885318; SNP_10885326; SNP_10885345; SNP_10885349; SNP_10885350; SNP_10885362; SNP_10885379; SNP_10885383; SNP_10885398; SNP_10885458; SNP_10885461; SNP_10885466; SNP_10885472; SNP_10885473; SNP_10885652; SNP_10886481; SNP_10886493; SNP_10886502; SNP_10886506; SNP_10886533; SNP_10886580; SNP_10886582; SNP_10886596; SNP_10886661; SNP_10886693; SNP_10886695; SNP_10886737; SNP_10899178; SNP_10899180; SNP_10899191; SNP_10899194; SNP_10899195; SNP_10899201; SNP_10899204; SNP_10899207; SNP_10899247; SNP_10899260; SNP_10899269; SNP_10908251; SNP_10908516; SNP_10909618; SNP_10910326; SNP_10911594; SNP_10911878; SNP_10911983; SNP_10912127; SNP_10916164; SNP_10916185; SNP_10916333; SNP_10921167; SNP_10921587	77	1.90E-10
SORBI_3003G120050	3	10912225	10913500	SNP_10909618	10909618	1.92E-10	1	FA(22:1)	SNP_10899178; SNP_10899180; SNP_10899191; SNP_10899194; SNP_10899195; SNP_10899201; SNP_10899204; SNP_10899207; SNP_10899247; SNP_10899260; SNP_10899269; SNP_10908251; SNP_10908516; SNP_10909618; SNP_10910326; SNP_10911594; SNP_10911878; SNP_10911983; SNP_10912127; SNP_10916164; SNP_10916185; SNP_10916333; SNP_10921167; SNP_10921587	24	1.90E-10
SORBI_3003G120200	3	10921677	10923155	SNP_10909618	10909618	1.92E-10	1	FA(22:1)	SNP_10899178; SNP_10899180; SNP_10899191; SNP_10899194; SNP_10899195; SNP_10899201; SNP_10899204; SNP_10899207; SNP_10899247; SNP_10899260; SNP_10899269; SNP_10908251; SNP_10908516; SNP_10909618; SNP_10910326; SNP_10911594; SNP_10911878; SNP_10911983; SNP_10912127; SNP_10916164; SNP_10916185; SNP_10916333; SNP_10921167; SNP_10921587	24	1.90E-10
SORBI_3003G120300	3	10921588	10933006	SNP_10909618	10909618	1.92E-10	1	FA(22:1)	SNP_10899178; SNP_10899180; SNP_10899191; SNP_10899194; SNP_10899195; SNP_10899201; SNP_10899204; SNP_10899207; SNP_10899247; SNP_10899260; SNP_10899269; SNP_10908251; SNP_10908516; SNP_10909618; SNP_10910326; SNP_10911594; SNP_10911878; SNP_10911983; SNP_10912127; SNP_10916164; SNP_10916185; SNP_10916333; SNP_10921167; SNP_10921587	24	1.90E-10
SORBI_3004G218800	4	56830763	56834670	SNP_56843857	56843857	2.00E-10	1	NAE(18:0)	SNP_56843857	1	2.00E-10
SORBI_3004G218900	4	56835387	56844414	SNP_56843857	56843857	2.00E-10	1	NAE(18:0)	SNP_56843857	1	2.00E-10
SORBI_3004G219000	4	56853187	56859668	SNP_56843857	56843857	2.00E-10	1	NAE(18:0)	SNP_56843857	1	2.00E-10
SORBI_3004G219100	4	56862048	56865329	SNP_56843857	56843857	2.00E-10	1	NAE(18:0)	SNP_56843857	1	2.00E-10
SORBI_3004G219200	4	56866339	56866509	SNP_56843857	56843857	2.00E-10	1	NAE(18:0)	SNP_56843857	1	2.00E-10
SORBI_3004G219300	4	56866846	56869430	SNP_56843857	56843857	2.00E-10	1	NAE(18:0)	SNP_56843857	1	2.00E-10
SORBI_3009G137200	9	49392298	49396351	SNP_49419182	49419182	2.03E-10	1	PC(18:2_20:4)	SNP_49419182	1	2.00E-10
SORBI_3002G212000	2	60448411	60451866	SNP_60423477	60423477	2.05E-10	1	FA(22:1)	SNP_60423477	1	2.10E-10
SORBI_3009G077250	9	10244019	10245554	SNP_10222783	10222783	2.08E-10	1	TG(12:0_18:1_18:3)	SNP_10222783	1	2.10E-10
SORBI_3009G128800	9	48222118	48224430	SNP_48246456	48246456	2.11E-10	1	PC(18:2_20:4)	SNP_48237595; SNP_48241855; SNP_48242229; SNP_48246456; SNP_48248018; SNP_48248991	6	2.10E-10
SORBI_3008G097401	8	46338978	46344243	SNP_46361940	46361940	2.11E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_46350728; SNP_46360757; SNP_46361940; SNP_46363214	4	2.10E-10
SORBI_3008G097500	8	46344888	46346412	SNP_46361940	46361940	2.11E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_46350728; SNP_46360757; SNP_46361940; SNP_46363214	4	2.10E-10
SORBI_3008G097600	8	46351082	46357946	SNP_46361940	46361940	2.11E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_46350728; SNP_46360757; SNP_46361940; SNP_46363214	4	2.10E-10
SORBI_3008G097700	8	46362501	46366426	SNP_46361940	46361940	2.11E-10	1	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-"	SNP_46350728; SNP_46360757; SNP_46361940; SNP_46363214	4	2.10E-10
SORBI_3005G225800	5	71239783	71245313	SNP_71243998	71243998	2.12E-10	1	PC(18:2_20:4)	SNP_71216535; SNP_71243998	2	2.10E-10
SORBI_3005G225901	5	71240349	71240957	SNP_71243998	71243998	2.12E-10	1	PC(18:2_20:4)	SNP_71216535; SNP_71243998	2	2.10E-10
SORBI_3008G148101	8	58151258	58152085	SNP_58174635	58174635	2.16E-10	1	PC(18:2_20:4)	SNP_58174635; SNP_58175648	2	2.20E-10
SORBI_3008G148200	8	58160884	58165213	SNP_58174635	58174635	2.16E-10	1	PC(18:2_20:4)	SNP_58174635; SNP_58175648	2	2.20E-10
SORBI_3008G148300	8	58165704	58170650	SNP_58174635	58174635	2.16E-10	1	PC(18:2_20:4)	SNP_58174635; SNP_58175648	2	2.20E-10
SORBI_3008G148400	8	58172478	58176044	SNP_58174635	58174635	2.16E-10	1	PC(18:2_20:4)	SNP_58174635; SNP_58175648	2	2.20E-10
SORBI_3008G148500	8	58184263	58187827	SNP_58174635	58174635	2.16E-10	1	PC(18:2_20:4)	SNP_58174635; SNP_58175648	2	2.20E-10
SORBI_3008G148600	8	58193309	58197051	SNP_58174635	58174635	2.16E-10	1	PC(18:2_20:4)	SNP_58174635; SNP_58175648	2	2.20E-10
